id,text
9435869,"<h1>How to publish a redesigned page over the original page with the same URL handle?</h1> <p class=""no-margin"">To publish a redesigned page over the original one with the same URL handle, you need to either make the original page inactive/unpublished or change the URL handle of the original page. This will free up the specific URL to be used on the new page you want to publish.</p>"
9435881,"<h1>How to Ensure UTM Parameters Pass to Klaviyo Profile from Zipify Pages</h1> <h1 id=""h_85462cd433"">Passing UTM Parameters to Klaviyo from Zipify Pages</h1>
<p class=""no-margin"">When using Zipify Pages, ensure the mailing list is selected in CRM settings. Test in Incognito mode to verify UTM parameters pass correctly. Parameters should appear in Klaviyo's 'Custom parameters' section.</p>
<p class=""no-margin""></p>
<div class=""intercom-container""><img src=""https://downloads.intercomcdn.com/i/o/1038998075/69de4745fbdc6d437fc6b65b/image.png?expires=1719475200&amp;signature=6e11b35cd1612f897286d7b80d6a6298fc2cd07429d00ce3bb0d0031caafd859""></div><div class=""intercom-container""><img src=""https://downloads.intercomcdn.com/i/o/1038999615/7832988affd03a107c08d23b/image.png?expires=1719475200&amp;signature=7f8d8c90573034498495bea360f000a237639dbe3637a1965c44e333ab100480""></div>"
9435884,"<h1>How to Add a URL Destination in a Navigation Menu</h1> <p class=""no-margin"">To add a URL destination in a navigation menu, follow these steps:</p>
<p class=""no-margin""></p>
<ol><li>
<p class=""no-margin"">Click on the ""Navigation Settings"" button in the sidebar to configure the links in the bar. You can find the button in the sidebar.</p>
</li></ol><div class=""intercom-container""><img src=""https://downloads.intercomcdn.com/i/o/907653885/2ebe8af5a30634171584ffe3/image.png?expires=1719475200&amp;signature=1ea7c16629d8a19e7bb7edfc5bbd88693c615d7a1a2e072d89efda6425b0629e"" alt=""Navigation Settings""></div><ol><li>
<p class=""no-margin"">In the Navigation Settings, you can add a new main menu link item and choose ""URL-Link To A Specific URL"" as the destination for the link.</p>
</li></ol><div class=""intercom-container""><img src=""https://downloads.intercomcdn.com/i/o/789644713/7e7ecb8e2f8424f7da12fa52/image.png?expires=1719475200&amp;signature=66883ac8fa86cbdfc0d5fef6da27e36bebdc8d274b20456c49b22a8084d6fd34"" alt=""URL Destination""></div><ol>
<li>
<p class=""no-margin"">Enter or paste the specific URL you want to link to in the ""URL"" field.</p>
</li>
<li>
<p class=""no-margin"">Save your changes.</p>
</li>
</ol><p class=""no-margin"">By following these steps, you can successfully add a URL destination to a navigation menu.</p>"
9435900,"<h1>How to Set Up Navigation and Use Theme Footer in Zipify Pages</h1> <p class=""no-margin"">For setting up navigation, follow the guide on <a href=""https://help.zipify.com/en/articles/491206-the-navigation-element-zipify-pages"" target=""_blank"" class=""intercom-content-link"">The Navigation Element [Zipify Pages]</a>. To use your theme's footer, enable it in <b>Sales Channels &gt; Online Store &gt; Preferences</b> in your Shopify admin. If you don't want to enable the theme's header, you'll need to recreate it in Zipify Pages.</p>"
9435901,"<h1>How to Set Up Navigation and Use Theme Footer in Zipify Pages</h1> <p class=""no-margin"">To set up navigation and use the theme footer in Zipify Pages, you can follow these steps:</p>
<p class=""no-margin""></p>
<ol>
<li>
<p class=""no-margin"">Click into the Page Settings section of the Page Builder.</p>
</li>
<li>
<p class=""no-margin"">In the ""Layout"" section, toggle on the ""Use theme header/footer"" option. Placeholder images will appear at the very top and bottom of the page indicating that the setting has been enabled.</p>
</li>
<li>
<p class=""no-margin"">Click the ""Publish"" or ""Update"" button in the top-right corner to apply this setting to your published page.</p>
</li>
</ol><p class=""no-margin"">When you view your Published page, your actual Theme's Header and Footer will replace the placeholder images shown in the Page Builder.</p>
<p class=""no-margin""></p>
<p class=""no-margin"">For more information, you can visit the <a href=""https://help.zipify.com/en/articles/3336365-zipify-pages-use-theme-header-footer"" target=""_blank"" class=""intercom-content-link"">Zipify Pages ""Use theme header/footer"" feature</a>.</p>
<p class=""no-margin""></p>
<p class=""no-margin"">Additionally, to edit your navigation menu in Shopify admin to point to the new landing page URL, you can refer to <a href=""https://help.shopify.com/en/manual/online-store/os/menus-and-links/editing-menus"" target=""_blank"" class=""intercom-content-link"">editing your Navigation Menu(s)</a>.</p>"
9435902,"<h1>Preventing Customers from Removing Products in Cart with Discounts</h1> <p class=""no-margin"">To prevent customers from removing products in the cart with discounts, set the default product quantity to discourage removals. Additionally, consider using discount codes with minimum purchase requirements to ensure the discount applies only when the specified conditions are met. You can also create URLs with discount codes for checkout, providing a seamless way to apply discounts to the cart.</p>
<p class=""no-margin""></p>
<p class=""no-margin"">For more information on creating URLs with discount codes, refer to the <a href=""https://help.zipify.com/en/articles/837221-using-a-url-to-auto-fill-the-checkout-or-cart-page-with-product-s-zipify-pages#url-structure-to-add-a-discount-code-to-the-checkout-along-with-the-products"" target=""_blank"" class=""intercom-content-link"">Zipify Pages guide</a>.</p>"
9435903,"<h1>Preventing Customers from Removing Products in Cart with Discounts</h1> <p class=""no-margin"">To prevent customers from removing products in the cart when discounts are applied, you can use dynamic discounts. Dynamic discounts auto-apply at checkout, ensuring that the discount is retained even if the customer tries to remove the product from the cart.</p>
<p class=""no-margin""></p>
<p class=""no-margin"">Here are some important notes regarding dynamic discounts: - Dynamic discount types do auto-apply at Checkout. - The only Buy Box button destination that can work with this type is ""Checkout."" - Dynamic discount applies to each unit of the product. For example, if you pre-set the Buy Box quantity to 3 units and set a $10 dynamic discount, a $30 discount will be applied at checkout. - When you publish a page that uses a ""Dynamic"" discount type for a Buy Box, a unique Shopify Discount code is auto-generated in the ""Discounts"" section of your Shopify admin.</p>
<p class=""no-margin""></p>
<p class=""no-margin"">For more information on dynamic discounts and how they work, you can refer to the <a href=""https://help.zipify.com/en/articles/9034839-product-elements-zipify-pages"" target=""_blank"" class=""intercom-content-link"">Product Elements</a> documentation.</p>"
9435886,"<h1>How to Adjust Column Spacing and Element Size in Zipify Builder</h1> <p class=""no-margin"">To adjust column spacing and element size in Zipify Builder, follow these steps:</p>
<p class=""no-margin""></p>
<ol>
<li>
<p class=""no-margin"">Use the 'Fit to Content' button for automatic adjustment.</p>
</li>
<li>
<p class=""no-margin"">Adjust column widths by dragging the adjustment bars.</p>
</li>
<li>
<p class=""no-margin"">Consider using max width settings for images to control their size.</p>
</li>
<li>
<p class=""no-margin"">For mobile optimization, duplicate blocks and make specific adjustments for mobile view.</p>
</li>
</ol><p class=""no-margin"">Remember, there is no 'Fit to Content' option on mobile, so use max width settings for adjustments.</p>
<p class=""no-margin""></p>
<p class=""no-margin"">Consider requesting a 'Fit to Content' option for mobile as a feature request.</p>"
9435887,"<h1>How to Adjust Column Spacing and Element Size in Zipify Builder</h1> <p class=""no-margin"">To adjust column spacing and element size in Zipify Builder, follow these steps:</p>
<p class=""no-margin""></p>
<ol><li>
<p class=""no-margin"">Under the Settings dropdown (1), you can set the Icon section's Alignment(2), Size(3), Column Spacing(4), and Row Spacing(5).</p>
</li></ol><div class=""intercom-container""><img src=""https://downloads.intercomcdn.com/i/o/656028239/ba6b9c5a8e29a455e58007cb/image.png?expires=1719475200&amp;signature=47b9275c357a333d0899bf71f468c93d519a4e75e488395c9412e6ba5c53b7bd"" alt=""Image""></div><ol>
<li>
<p class=""no-margin"">Pre-set options (S/M/L/XL) are provided for Size, Column Spacing, and Row Spacing, as well as a Custom option and a slider to set the exact px value for each if desired.</p>
</li>
<li>
<p class=""no-margin"">For more details about customizing your Page Styles, you can check out <a href=""https://help.zipify.com/en/articles/3188123-page-styles-zipify-pages"" target=""_blank"" class=""intercom-content-link"">our help article</a>.</p>
</li>
</ol>"
9435896,"<h1>Can I create a sales letter style page with Zipify Pages?</h1> <p class=""no-margin"">To create a sales letter style page with Zipify Pages, you can use the Full Customization Product Page template. This template offers extensive customization options to design a page that suits a sales letter format. You can include elements like compelling copy, testimonials, product details, and a call-to-action button to lead visitors to make a purchase.</p>"
9435897,"<h1>Can I create a sales letter style page with Zipify Pages?</h1> <p class=""no-margin"">Yes, you can create a sales letter style page with Zipify Pages. Zipify Pages is a powerful tool that allows you to create custom pages without any coding experience. You can choose from pre-built templates or create a page completely from scratch by adding text, images, videos, and other elements. This flexibility enables you to design a sales letter style page tailored to your needs.</p>"
9435908,"<h1>How to set up variant images for post-purchase upsell</h1> <p class=""no-margin"">To set up variant images for post-purchase upsell, choose from the following options:</p>
<p class=""no-margin""></p>
<ul>
<li>
<p class=""no-margin""><b>Single Image:</b> Pulls the main/featured image from the product listing in Shopify admin.</p>
</li>
<li>
<p class=""no-margin""><b>Custom Image:</b> Allows for a custom image to be added by uploading a file from your computer.</p>
</li>
<li>
<p class=""no-margin""><b>Image Carousel:</b> Pulls all images from the product listing in Shopify admin.</p>
</li>
<li>
<p class=""no-margin""><b>Image Border:</b> Enable to add a small border around the hero section image container.</p>
</li>
</ul><p class=""no-margin"">With the Image Carousel option, choose which images to use in the carousel via the 'Image Gallery' button.</p>
<p class=""no-margin""></p>
<div class=""intercom-container""><img src=""https://downloads.intercomcdn.com/i/o/477654076/290c2313b3223fa8fbfa6fc8/chrome_2022-03-09_08-05-09.gif?expires=1719475200&amp;signature=e9e53b414bac4238f9672abc99eb504cf192b48b24fc04a996eebd60288f8fab""></div>"
943585901,"<h1>How to Set Up Navigation and Footer in Zipify Pages</h1> <h1 id=""h_96d857ebea"">Setting Up Navigation in Zipify Pages</h1>
<p class=""no-margin"">Learn how to set up navigation in Zipify Pages by following the steps outlined in <a class=""intercom-content-link"" href=""https://help.zipify.com/en/articles/491206-the-navigation-element-zipify-pages"" target=""_blank"">this guide</a>.</p>
<p class=""no-margin""></p>
"
943585902,"<h1>How to Set Up Navigation and Footer in Zipify Pages</h1> <h1 id=""h_2d8d57e773"">Using the Theme's Footer</h1>
<p class=""no-margin"">You can enable your theme's header and footer on your Zipify Pages. Find out how to do this in <a class=""intercom-content-link"" href=""https://help.zipify.com/en/articles/3336365-use-theme-header-footer-zipify-pages"" target=""_blank"">this article</a>.</p>"
9435898,"<h1>How to add elements?</h1> <p class=""no-margin"">The <a href=""https://help.zipify.com/en/articles/2094255-html-section-zipify-pages"" target=""_blank"" class=""intercom-content-link"">HTML Section</a> makes adding embed codes easy. Paste custom HTML, CSS, and JavaScript code. Find it in the <b>Misc</b> category of the page sections library in the builder:</p>
<p class=""no-margin""></p>
<div class=""intercom-container""><img src=""https://downloads.intercomcdn.com/i/o/937587006/a29dbe1d7b1820e341f64acb/image.png?expires=1719475200&amp;signature=5f282a9b4b327598bc27edb80d5616fd0381bcaf3bfc46853f455a06bf21d702""></div>"
9435899,"<h1>How to add elements?</h1> <p class=""no-margin"">To add elements, you can follow these steps:</p>
<p class=""no-margin""></p>
<ol>
<li>
<p class=""no-margin"">Click on an existing element.</p>
</li>
<li>
<p class=""no-margin"">Click the ➕ sign above or below the existing element, depending on where you want the new element added.</p>
</li>
<li>
<p class=""no-margin"">This will invoke the ""Add Element"" popup where you can choose from a variety of elements to add.</p>
</li>
<li>
<p class=""no-margin"">Select the desired element by clicking on it to add it to the section.</p>
</li>
</ol><p class=""no-margin"">Here are some visual references to help you understand the process:</p>
<p class=""no-margin""></p>
<div class=""intercom-container""><img src=""https://downloads.intercomcdn.com/i/o/885846464/cf28fafbac3a2aa4c0b1b129/image.png?expires=1719475200&amp;signature=9f3115f827724fa6e56b612b493297703e4e6020da0d8d05d6af87d4d4a21604"" alt=""Add Element Step 1""></div><div class=""intercom-container""><img src=""https://downloads.intercomcdn.com/i/o/890751254/e9a833ff3cfb02a0b0d62b44/image.png?expires=1719475200&amp;signature=9f5210252359784436d226ee0fb3014aa2d4e70f53080a00f3ec122f704a70ff"" alt=""Add Element Step 2""></div>"
9435910,"<h1>How to Add a Quiz to Your Store</h1> <p class=""no-margin"">To add a quiz to your store, create a new page for the quiz with an HTML section to paste the quiz code. Link the quiz page URL to a button on your main page for easy access.</p>"
9435879,"<h1>How to Edit Page Separately for Phone and Desktop Versions</h1> <p class=""no-margin""></p>
<p class=""no-margin""></p>
<p class=""no-margin"">To edit sections separately for phone and desktop versions, duplicate the section and customize it per device without deleting the sections. This way, you can make changes specific to each version without affecting the other. Avoid deleting duplicated sections to maintain the design consistency across different devices.</p>
<p class=""no-margin""></p>
<div class=""intercom-container""><img src=""https://downloads.intercomcdn.com/i/o/1036744716/e80a3dc7380bc82debec8534/40094db7-a84f-42c9-968f-5adee6db7708?expires=1719475200&amp;signature=436a3fc2db16152db94596c8b82ce883b6dedaa11bcfa14ecd9d1c80885b6dbe""></div><div class=""intercom-container""><img src=""https://downloads.intercomcdn.com/i/o/1036762934/4e62df476d5f3dc6d20412ad/46c99620-2f51-4d6e-bdf5-f9967f98eb82?expires=1719475200&amp;signature=f1a8a8e75067bef13b6f9d17bb6a8743efb13a7fc8d5c518b32410146deb7695""></div>"
9435883,"<h1>How to Add a URL Destination in a Navigation Menu</h1> <p class=""no-margin"">To add a URL destination in a Navigation menu, enter a complete web address as it would be typed into the address bar. If encountering issues, try recreating the menu from scratch.</p>
<p class=""no-margin""></p>
<div class=""intercom-container""><img src=""https://downloads.intercomcdn.com/i/o/1037189745/50fa4048fd0bd9028537fd75/image.png?expires=1719475200&amp;signature=b615086bb78631e1d801ee339c86d0ea7e6dcd90ff03683f40d0aa769abbec13""></div>"
9435915,"<h1>How to Add an 'As Seen On' Badge to a Landing Page</h1> <p class=""no-margin""></p>
<ol>
<li>
<p class=""no-margin""><b>Save Landing Page as a Template</b>:</p>
</li>
<li>
<p class=""no-margin"">Access the Landing Pages template library by going to <a href=""https://downloads.intercomcdn.com/i/o/304695844/f255d2c092aa9eea2a7bdb74/2021-02-25_08-45-25.gif?expires=1716975900&amp;signature=2c41754f13894218146fd74579ed8a5ad8f8b24bc70eea22d6bc0359dc33ef2a"" target=""_blank"" class=""intercom-content-link"">Landing Pages &gt; New Page</a>.</p>
</li>
<li>
<p class=""no-margin"">Click on the ""Save as a Template"" action from either the Landing Pages table or the Page Builder's Page Settings section.</p>
</li>
<li>
<p class=""no-margin"">Add the Template Name and any Tags for organizational purposes.</p>
</li>
<li>
<p class=""no-margin"">Click the Save button to save the new Template.</p>
</li>
<li>
<p class=""no-margin""><b>Adding a Page using the ""Blank Page"" option</b>:</p>
</li>
<li>
<p class=""no-margin"">Hover over the ""Pages"" section in the left sidebar and select ""Landing Pages"" like <a href=""https://downloads.intercomcdn.com/i/o/646907700/d3a2638426611d474a10bd9a/image.png?expires=1716975900&amp;signature=41b2bad1cf3af34c780ee944391d683e350df7af7e8d1a776490efb7602cbda0"" target=""_blank"" class=""intercom-content-link"">this</a>.</p>
</li>
<li>
<p class=""no-margin"">Click on the ""New Page"" button and select the ""Create Blank Page"" option.</p>
</li>
<li>
<p class=""no-margin"">Enter the Page Name, select a Group, and add Tags.</p>
</li>
<li>
<p class=""no-margin"">Click the ""Create"" button to start building out your page with Page Sections as shown <a href=""https://downloads.intercomcdn.com/i/o/646924996/6c59abae2407dcd6313d9e02/image.png?expires=1716975900&amp;signature=9e4e44ad6d595227bff6279a55bcfe49b443538c556db76d6be96c37446ccb42"" target=""_blank"" class=""intercom-content-link"">here</a>.</p>
</li>
</ol><p class=""no-margin"">By following these steps, you can easily create a Landing Page with an 'As Seen On' badge.</p>"
9435868,"<h1>check it out on live view. There's all this white space above and below each picture</h1> <p class=""no-margin"">To address the issue of white space above and below each picture on the live view, you can adjust the CSS styling for the images. You may need to modify the margin or padding properties to reduce the white space.</p>
<p class=""no-margin""></p>
<p class=""no-margin"">If you have access to the CSS code, you can try adding the following style to reduce the white space:</p>
<p class=""no-margin""></p>
<p class=""no-margin""><code>css img { margin: 0; padding: 0; }</code></p>
<p class=""no-margin""></p>
<p class=""no-margin"">This CSS code snippet will remove any margin and padding around the images, which should help reduce the white space above and below each picture.</p>
<p class=""no-margin""></p>
<p class=""no-margin"">If you are not familiar with CSS or don't have access to the code, you may need to reach out to your website developer or designer for assistance in making these adjustments.</p>"
9435914,"<h1>How to Add an 'As Seen On' Badge to a Landing Page</h1> <p class=""no-margin"">To add an 'As Seen On' badge to your landing page in Zipify Pages, follow these steps:</p>
<p class=""no-margin""></p>
<ol>
<li>
<p class=""no-margin"">Access the HTML section in the page editor.</p>
</li>
<li>
<p class=""no-margin"">Insert the code for the 'As Seen On' badge in the HTML section.</p>
</li>
<li>
<p class=""no-margin"">Save and preview your landing page to ensure the badge appears correctly.</p>
</li>
</ol><p class=""no-margin"">By following these steps, you can easily incorporate an 'As Seen On' badge into your landing page design.</p>
<p class=""no-margin""></p>"
